Run_ID,Status,Cover_Density,Avg_Effectiveness,Distribution_Evenness,Clustering_Score,Type_Ratio,Sightline_Exposure,Symmetry_Delta,Navigable_Area,Chokepoint_Centrality
1,REJECTED,0.061,0.714,0.650,0.545,0.636,0.569,21.136,0.707,0.370
2,PASSED,0.061,0.625,0.667,0.833,0.583,0.498,8.554,0.666,0.510
3,REJECTED,0.053,0.659,0.631,0.690,0.548,0.652,22.903,0.732,0.200
4,PASSED,0.056,0.638,0.604,0.750,0.750,0.311,8.175,0.615,0.602
5,REJECTED,0.062,0.637,0.642,0.745,0.574,0.517,25.209,0.668,0.260
6,PASSED,0.070,0.612,0.694,0.714,0.696,0.314,14.904,0.564,0.360
7,REJECTED,0.069,0.624,0.586,0.771,0.583,0.369,21.556,0.606,0.310
8,REJECTED,0.071,0.602,0.668,0.759,0.759,0.239,10.157,0.540,0.467
9,REJECTED,0.069,0.630,0.632,0.759,0.667,0.312,19.237,0.597,0.420
10,PASSED,0.061,0.692,0.679,0.745,0.725,0.393,8.466,0.639,0.320
11,REJECTED,0.064,0.719,0.646,0.804,0.717,0.535,21.215,0.704,0.490
12,REJECTED,0.063,0.698,0.688,0.750,0.614,0.580,25.792,0.709,0.250
13,PASSED,0.070,0.747,0.687,0.604,0.813,0.411,12.539,0.654,0.580
14,REJECTED,0.072,0.612,0.709,0.818,0.673,0.379,15.757,0.607,0.630
15,REJECTED,0.066,0.607,0.715,0.836,0.727,0.250,15.156,0.550,0.610
16,PASSED,0.056,0.641,0.705,0.647,0.667,0.389,3.994,0.633,0.270
17,REJECTED,0.067,0.637,0.635,0.810,0.690,0.295,13.372,0.568,0.740
18,REJECTED,0.069,0.692,0.702,0.673,0.694,0.423,20.423,0.648,0.350
19,REJECTED,0.057,0.702,0.591,0.733,0.644,0.541,19.670,0.706,0.410
20,PASSED,0.071,0.676,0.710,0.679,0.717,0.356,11.313,0.608,0.270
21,REJECTED,0.059,0.682,0.702,0.612,0.755,0.511,30.843,0.688,0.360
22,REJECTED,0.058,0.634,0.657,0.529,0.745,0.318,16.759,0.607,0.520
23,REJECTED,0.051,0.659,0.688,0.714,0.714,0.367,23.270,0.624,0.360
24,REJECTED,0.060,0.672,0.605,0.611,0.759,0.314,38.059,0.602,0.530
25,PASSED,0.073,0.643,0.657,0.673,0.714,0.372,13.572,0.625,0.390
26,REJECTED,0.055,0.826,0.619,0.476,0.833,0.515,17.149,0.726,0.240
27,PASSED,0.060,0.647,0.658,0.609,0.630,0.380,11.719,0.638,0.590
28,PASSED,0.074,0.709,0.759,0.647,0.725,0.457,12.250,0.644,0.410
29,PASSED,0.062,0.749,0.590,0.674,0.804,0.412,7.763,0.652,0.170
30,PASSED,0.061,0.700,0.664,0.696,0.674,0.455,1.878,0.669,0.350
31,REJECTED,0.052,0.621,0.652,0.571,0.633,0.460,15.989,0.654,0.250
32,PASSED,0.063,0.672,0.700,0.673,0.692,0.436,6.036,0.639,0.500
33,REJECTED,0.061,0.697,0.666,0.452,0.643,0.571,23.915,0.713,0.160
34,REJECTED,0.077,0.682,0.642,0.804,0.765,0.367,21.813,0.623,0.390
35,PASSED,0.057,0.715,0.632,0.702,0.702,0.367,12.369,0.652,0.360
36,REJECTED,0.068,0.623,0.640,0.741,0.722,0.312,30.640,0.596,0.859
37,REJECTED,0.063,0.690,0.628,0.622,0.644,0.505,27.745,0.680,0.300
38,PASSED,0.067,0.670,0.670,0.731,0.712,0.407,2.242,0.629,0.590
39,PASSED,0.071,0.724,0.657,0.633,0.694,0.443,4.739,0.663,0.350
40,REJECTED,0.046,0.656,0.658,0.452,0.548,0.646,18.082,0.736,0.240
41,REJECTED,0.076,0.631,0.666,0.741,0.593,0.346,20.232,0.595,0.380
42,REJECTED,0.067,0.627,0.640,0.660,0.642,0.400,18.206,0.621,0.747
43,REJECTED,0.063,0.702,0.672,0.574,0.702,0.450,19.633,0.661,0.550
44,PASSED,0.067,0.625,0.622,0.680,0.720,0.356,6.835,0.615,0.600
45,PASSED,0.064,0.743,0.661,0.729,0.792,0.350,5.810,0.642,0.240
46,REJECTED,0.057,0.677,0.695,0.796,0.755,0.393,18.371,0.642,0.300
47,REJECTED,0.062,0.665,0.602,0.478,0.630,0.438,20.441,0.640,0.390
48,REJECTED,0.062,0.758,0.671,0.600,0.711,0.552,29.733,0.714,0.270
49,REJECTED,0.058,0.697,0.664,0.543,0.630,0.558,16.928,0.707,0.240
50,PASSED,0.063,0.712,0.712,0.630,0.696,0.489,7.303,0.681,0.290
51,REJECTED,0.072,0.639,0.685,0.627,0.667,0.483,20.737,0.657,0.170
52,PASSED,0.064,0.689,0.717,0.660,0.736,0.399,8.161,0.637,0.229
53,PASSED,0.061,0.563,0.615,0.833,0.574,0.357,3.615,0.592,0.580
54,PASSED,0.063,0.708,0.658,0.674,0.674,0.520,13.444,0.682,0.540
55,PASSED,0.066,0.649,0.724,0.679,0.698,0.351,6.153,0.620,0.434
56,PASSED,0.064,0.670,0.611,0.592,0.735,0.338,7.899,0.619,0.400
57,REJECTED,0.070,0.729,0.724,0.578,0.711,0.529,25.148,0.690,0.210
58,REJECTED,0.064,0.712,0.680,0.521,0.688,0.470,24.443,0.663,0.270
59,PASSED,0.075,0.597,0.706,0.786,0.607,0.343,1.982,0.576,0.400
60,PASSED,0.055,0.625,0.631,0.535,0.465,0.645,7.792,0.717,0.350
61,PASSED,0.053,0.737,0.650,0.614,0.682,0.583,13.400,0.717,0.340
62,PASSED,0.063,0.727,0.739,0.538,0.769,0.376,12.886,0.640,0.250
63,REJECTED,0.074,0.658,0.706,0.556,0.741,0.332,25.995,0.591,0.394
64,REJECTED,0.064,0.601,0.652,0.807,0.825,0.255,2.420,0.583,0.550
65,REJECTED,0.068,0.763,0.640,0.609,0.739,0.514,19.909,0.697,0.240
66,REJECTED,0.073,0.657,0.700,0.712,0.712,0.376,16.797,0.632,0.240
67,REJECTED,0.077,0.709,0.653,0.617,0.681,0.436,22.051,0.644,0.500
68,REJECTED,0.061,0.654,0.630,0.820,0.640,0.407,17.331,0.635,0.520
69,PASSED,0.057,0.734,0.615,0.674,0.674,0.529,10.489,0.713,0.220
70,PASSED,0.056,0.646,0.738,0.680,0.640,0.372,8.424,0.630,0.480
71,REJECTED,0.059,0.655,0.663,0.792,0.698,0.405,35.823,0.630,0.505
72,REJECTED,0.068,0.622,0.679,0.755,0.679,0.307,28.801,0.581,1.030
73,REJECTED,0.047,0.686,0.590,0.553,0.660,0.492,20.193,0.694,0.293
74,REJECTED,0.061,0.756,0.608,0.500,0.762,0.526,35.032,0.715,0.500
75,PASSED,0.055,0.769,0.664,0.500,0.795,0.536,10.434,0.722,0.420
76,REJECTED,0.060,0.624,0.738,0.700,0.660,0.385,41.916,0.638,0.460
77,REJECTED,0.060,0.687,0.710,0.667,0.688,0.405,23.017,0.644,0.190
78,PASSED,0.074,0.696,0.715,0.800,0.745,0.323,8.137,0.597,0.490
79,PASSED,0.056,0.631,0.615,0.717,0.630,0.380,14.994,0.645,0.460
80,REJECTED,0.071,0.649,0.649,0.720,0.600,0.394,22.669,0.618,0.280
81,REJECTED,0.068,0.680,0.681,0.735,0.673,0.361,17.883,0.628,0.250
82,REJECTED,0.069,0.694,0.596,0.776,0.776,0.293,17.760,0.602,0.360
83,REJECTED,0.074,0.680,0.648,0.745,0.764,0.303,25.362,0.573,0.458
84,PASSED,0.066,0.694,0.608,0.733,0.644,0.456,10.051,0.664,0.460
85,PASSED,0.066,0.674,0.749,0.827,0.731,0.376,5.180,0.628,0.260
86,REJECTED,0.075,0.642,0.655,0.808,0.712,0.294,25.521,0.578,0.410
87,REJECTED,0.061,0.628,0.617,0.712,0.692,0.311,23.422,0.602,0.480
88,REJECTED,0.064,0.642,0.679,0.638,0.681,0.426,19.756,0.656,0.660
89,REJECTED,0.066,0.660,0.650,0.712,0.808,0.319,19.312,0.610,0.500
90,REJECTED,0.061,0.667,0.654,0.660,0.640,0.412,39.101,0.632,0.640
91,REJECTED,0.059,0.660,0.600,0.792,0.583,0.543,34.976,0.689,0.258
92,REJECTED,0.054,0.730,0.678,0.489,0.667,0.598,19.811,0.722,0.230
93,REJECTED,0.054,0.756,0.671,0.500,0.783,0.483,19.545,0.690,0.330
94,PASSED,0.044,0.673,0.657,0.455,0.614,0.480,1.000,0.689,0.190
95,PASSED,0.075,0.634,0.696,0.660,0.660,0.418,0.367,0.620,0.690
96,PASSED,0.073,0.607,0.743,0.611,0.630,0.350,3.611,0.595,0.730
97,PASSED,0.081,0.662,0.697,0.759,0.724,0.306,14.667,0.570,0.515
98,PASSED,0.074,0.652,0.634,0.729,0.729,0.305,3.057,0.593,0.370
99,REJECTED,0.062,0.647,0.644,0.870,0.685,0.312,18.587,0.605,0.520
100,REJECTED,0.064,0.611,0.624,0.912,0.772,0.314,5.527,0.588,0.350
101,REJECTED,0.057,0.734,0.690,0.605,0.674,0.582,27.842,0.719,0.300
102,REJECTED,0.065,0.694,0.639,0.780,0.800,0.329,22.360,0.616,0.380
103,PASSED,0.067,0.673,0.629,0.771,0.688,0.405,1.098,0.634,0.390
104,PASSED,0.047,0.721,0.650,0.364,0.750,0.572,7.576,0.728,0.670
105,PASSED,0.060,0.731,0.732,0.535,0.651,0.598,14.511,0.716,0.300
106,PASSED,0.056,0.677,0.698,0.765,0.745,0.374,12.410,0.630,0.310
107,REJECTED,0.073,0.607,0.730,0.709,0.655,0.287,22.624,0.563,0.350
108,REJECTED,0.060,0.675,0.671,0.667,0.622,0.585,23.080,0.716,0.150
109,REJECTED,0.067,0.609,0.583,0.911,0.714,0.258,2.679,0.571,0.916
110,REJECTED,0.062,0.694,0.702,0.674,0.630,0.471,21.411,0.672,0.270
111,PASSED,0.062,0.671,0.629,0.745,0.782,0.329,9.933,0.611,0.320
112,REJECTED,0.049,0.687,0.646,0.761,0.652,0.600,18.026,0.721,0.260
113,PASSED,0.074,0.657,0.681,0.769,0.673,0.303,10.390,0.579,0.480
114,REJECTED,0.077,0.656,0.656,0.818,0.800,0.281,11.560,0.583,0.790
115,REJECTED,0.078,0.670,0.660,0.769,0.692,0.315,24.216,0.578,0.420
116,REJECTED,0.056,0.583,0.649,0.479,0.583,0.342,41.247,0.613,0.340
117,REJECTED,0.053,0.660,0.748,0.620,0.700,0.362,18.027,0.617,0.310
118,PASSED,0.067,0.696,0.710,0.623,0.717,0.376,5.510,0.627,0.310
119,REJECTED,0.063,0.660,0.798,0.706,0.588,0.415,25.828,0.637,0.430
120,REJECTED,0.068,0.666,0.698,0.765,0.706,0.394,36.381,0.632,0.530
121,PASSED,0.061,0.773,0.699,0.419,0.698,0.560,11.186,0.720,0.200
122,REJECTED,0.064,0.670,0.665,0.681,0.660,0.510,29.829,0.679,0.321
123,REJECTED,0.065,0.678,0.657,0.673,0.633,0.384,26.202,0.628,0.390
124,REJECTED,0.071,0.697,0.639,0.620,0.720,0.386,16.799,0.626,0.350
125,REJECTED,0.074,0.651,0.665,0.818,0.764,0.254,12.337,0.551,0.800
126,REJECTED,0.062,0.734,0.714,0.452,0.690,0.553,15.622,0.713,0.190
127,REJECTED,0.069,0.668,0.637,0.660,0.660,0.462,34.170,0.662,0.330
128,REJECTED,0.054,0.707,0.683,0.500,0.571,0.635,18.306,0.719,0.330
129,PASSED,0.059,0.670,0.694,0.652,0.587,0.493,3.903,0.671,0.280
130,PASSED,0.063,0.693,0.649,0.667,0.667,0.439,12.674,0.666,0.260
131,REJECTED,0.068,0.619,0.681,0.735,0.755,0.337,24.757,0.610,0.520
132,REJECTED,0.060,0.642,0.611,0.796,0.571,0.389,21.615,0.624,0.480
133,REJECTED,0.077,0.648,0.676,0.611,0.685,0.288,9.818,0.571,0.320
134,REJECTED,0.053,0.739,0.688,0.682,0.705,0.563,22.476,0.720,0.260
135,REJECTED,0.073,0.721,0.719,0.653,0.735,0.405,31.152,0.654,0.340
136,REJECTED,0.069,0.609,0.637,0.673,0.633,0.329,24.084,0.598,0.480
137,REJECTED,0.059,0.727,0.603,0.429,0.667,0.592,25.061,0.724,0.290
138,REJECTED,0.058,0.699,0.710,0.583,0.771,0.500,19.636,0.690,0.580
139,PASSED,0.055,0.641,0.625,0.604,0.542,0.429,8.268,0.636,0.320
140,REJECTED,0.064,0.738,0.721,0.674,0.717,0.474,41.472,0.673,0.190
141,REJECTED,0.055,0.750,0.666,0.619,0.714,0.595,23.316,0.734,0.190
142,REJECTED,0.051,0.786,0.633,0.556,0.800,0.520,29.818,0.718,0.280
143,REJECTED,0.066,0.590,0.704,0.754,0.632,0.314,20.802,0.580,0.280
144,REJECTED,0.056,0.669,0.728,0.653,0.714,0.381,17.442,0.624,0.440
145,PASSED,0.072,0.720,0.664,0.600,0.667,0.528,0.616,0.694,0.260
146,REJECTED,0.066,0.674,0.694,0.692,0.808,0.319,19.040,0.606,0.320
147,PASSED,0.066,0.615,0.625,0.824,0.647,0.423,1.364,0.650,0.475
148,PASSED,0.062,0.743,0.657,0.698,0.744,0.507,14.763,0.703,0.280
149,REJECTED,0.067,0.639,0.690,0.774,0.717,0.305,15.938,0.576,0.470
150,PASSED,0.056,0.680,0.679,0.841,0.636,0.611,4.366,0.726,0.260
151,PASSED,0.068,0.691,0.639,0.604,0.729,0.385,7.138,0.639,0.480
152,PASSED,0.061,0.616,0.702,0.612,0.673,0.318,13.057,0.594,0.410
153,REJECTED,0.072,0.666,0.625,0.604,0.667,0.373,33.985,0.621,0.260
154,PASSED,0.062,0.626,0.689,0.643,0.679,0.324,10.378,0.595,0.310
155,PASSED,0.078,0.598,0.632,0.648,0.611,0.348,9.163,0.595,0.239
156,PASSED,0.068,0.757,0.626,0.674,0.744,0.544,11.872,0.712,0.210
157,REJECTED,0.053,0.733,0.671,0.750,0.682,0.538,15.053,0.716,0.340
158,REJECTED,0.062,0.723,0.644,0.545,0.682,0.543,25.689,0.708,0.280
159,PASSED,0.070,0.653,0.700,0.808,0.654,0.364,5.365,0.610,0.420
160,PASSED,0.060,0.683,0.665,0.489,0.681,0.389,8.705,0.641,0.330
161,PASSED,0.066,0.716,0.721,0.609,0.674,0.377,4.519,0.643,0.330
162,REJECTED,0.065,0.651,0.668,0.698,0.717,0.318,18.581,0.600,0.521
163,PASSED,0.072,0.717,0.694,0.542,0.729,0.431,14.510,0.657,0.350
164,REJECTED,0.048,0.656,0.622,0.617,0.638,0.424,32.320,0.653,0.440
165,REJECTED,0.062,0.606,0.701,0.867,0.683,0.343,18.520,0.579,0.470
166,REJECTED,0.064,0.628,0.654,0.740,0.600,0.442,28.097,0.633,0.380
167,PASSED,0.061,0.676,0.653,0.532,0.638,0.411,0.647,0.642,0.300
168,PASSED,0.061,0.653,0.653,0.596,0.617,0.485,8.477,0.671,0.330
169,PASSED,0.066,0.738,0.672,0.442,0.744,0.515,14.766,0.704,0.200
170,REJECTED,0.070,0.654,0.665,0.620,0.620,0.438,36.808,0.641,0.240
171,REJECTED,0.059,0.675,0.573,0.756,0.667,0.492,20.688,0.687,0.330
172,PASSED,0.068,0.701,0.583,0.585,0.610,0.575,2.998,0.712,0.230
173,REJECTED,0.062,0.623,0.619,0.691,0.800,0.322,20.497,0.606,0.375
174,PASSED,0.055,0.751,0.637,0.628,0.767,0.560,10.061,0.724,0.510
175,REJECTED,0.074,0.652,0.644,0.786,0.839,0.241,9.446,0.555,0.490
176,PASSED,0.062,0.714,0.621,0.591,0.659,0.502,8.821,0.683,0.280
177,REJECTED,0.062,0.694,0.638,0.636,0.682,0.571,21.770,0.711,0.270
178,PASSED,0.047,0.702,0.644,0.690,0.595,0.604,11.582,0.730,0.340
179,REJECTED,0.074,0.602,0.687,0.704,0.667,0.299,1.610,0.577,0.330
180,PASSED,0.073,0.747,0.664,0.644,0.778,0.406,12.213,0.655,0.470
181,REJECTED,0.064,0.671,0.647,0.804,0.706,0.393,29.564,0.641,0.300
182,PASSED,0.057,0.681,0.620,0.721,0.581,0.578,12.525,0.712,0.280
183,REJECTED,0.057,0.830,0.714,0.429,0.833,0.555,26.152,0.731,0.190
184,REJECTED,0.059,0.664,0.615,0.816,0.755,0.426,34.650,0.646,0.323
185,REJECTED,0.048,0.691,0.644,0.738,0.548,0.658,16.775,0.735,0.190
186,PASSED,0.076,0.711,0.762,0.778,0.815,0.350,2.957,0.606,0.396
187,REJECTED,0.072,0.643,0.682,0.852,0.648,0.358,31.023,0.603,0.360
188,PASSED,0.065,0.725,0.653,0.745,0.723,0.401,2.435,0.648,0.310
189,PASSED,0.059,0.730,0.672,0.535,0.674,0.521,14.100,0.702,0.240
190,PASSED,0.053,0.661,0.702,0.574,0.617,0.520,9.642,0.691,0.260
191,REJECTED,0.070,0.626,0.657,0.722,0.648,0.374,27.227,0.622,0.590
192,PASSED,0.050,0.684,0.640,0.739,0.674,0.505,9.166,0.691,0.200
193,PASSED,0.063,0.580,0.676,0.673,0.596,0.379,12.168,0.596,0.340
194,PASSED,0.051,0.775,0.674,0.571,0.690,0.589,3.138,0.733,0.190
195,REJECTED,0.066,0.670,0.625,0.783,0.674,0.450,15.516,0.668,0.290
196,PASSED,0.087,0.684,0.686,0.617,0.723,0.429,1.357,0.644,0.400
197,PASSED,0.054,0.670,0.695,0.644,0.578,0.523,10.642,0.692,0.250
198,PASSED,0.057,0.639,0.646,0.630,0.587,0.489,6.102,0.674,0.430
199,PASSED,0.064,0.636,0.632,0.593,0.778,0.317,0.420,0.589,0.300
200,REJECTED,0.069,0.613,0.629,0.863,0.667,0.361,31.101,0.602,0.400
201,REJECTED,0.077,0.593,0.592,0.729,0.661,0.283,13.713,0.552,0.480
202,PASSED,0.055,0.621,0.677,0.820,0.600,0.406,12.137,0.636,0.530
203,REJECTED,0.072,0.624,0.636,0.800,0.745,0.296,18.641,0.584,0.701
204,PASSED,0.060,0.680,0.690,0.774,0.736,0.403,1.327,0.634,0.340
205,PASSED,0.061,0.751,0.664,0.652,0.761,0.536,8.443,0.708,0.320
206,PASSED,0.063,0.667,0.657,0.816,0.673,0.380,10.097,0.635,0.330
207,PASSED,0.061,0.668,0.618,0.711,0.667,0.455,9.686,0.667,0.320
208,REJECTED,0.064,0.708,0.637,0.766,0.681,0.444,20.898,0.667,0.270
209,PASSED,0.074,0.770,0.621,0.705,0.795,0.525,3.512,0.706,0.240
210,PASSED,0.067,0.638,0.681,0.776,0.633,0.401,10.386,0.624,0.370
211,PASSED,0.072,0.721,0.759,0.712,0.808,0.353,1.586,0.619,0.220
212,REJECTED,0.053,0.699,0.664,0.630,0.652,0.514,19.904,0.689,0.400
213,REJECTED,0.057,0.669,0.644,0.540,0.680,0.425,17.803,0.647,0.216
214,REJECTED,0.068,0.722,0.770,0.478,0.761,0.464,26.247,0.667,0.310
215,REJECTED,0.060,0.678,0.699,0.605,0.651,0.574,20.324,0.718,0.370
216,REJECTED,0.050,0.641,0.641,0.714,0.673,0.384,39.844,0.642,0.410
217,PASSED,0.064,0.694,0.698,0.745,0.706,0.397,6.458,0.638,0.340
218,PASSED,0.062,0.702,0.704,0.444,0.711,0.497,8.538,0.695,0.350
219,REJECTED,0.059,0.710,0.713,0.569,0.863,0.360,33.117,0.639,0.710
220,PASSED,0.065,0.598,0.607,0.760,0.580,0.354,8.836,0.603,0.430
221,PASSED,0.051,0.675,0.611,0.783,0.717,0.453,4.410,0.663,0.390
222,PASSED,0.069,0.723,0.585,0.568,0.727,0.452,5.826,0.664,0.480
223,REJECTED,0.069,0.609,0.694,0.839,0.714,0.299,31.923,0.581,0.830
224,REJECTED,0.073,0.618,0.664,0.789,0.702,0.348,19.936,0.594,0.310
225,REJECTED,0.063,0.671,0.717,0.755,0.698,0.360,16.878,0.615,0.370
226,REJECTED,0.056,0.719,0.657,0.511,0.667,0.463,17.977,0.679,0.310
227,PASSED,0.067,0.742,0.683,0.476,0.762,0.562,5.531,0.719,0.260
228,REJECTED,0.058,0.743,0.696,0.614,0.727,0.544,27.093,0.713,0.300
229,REJECTED,0.067,0.702,0.738,0.633,0.776,0.352,20.403,0.635,0.280
230,REJECTED,0.060,0.558,0.608,0.741,0.556,0.331,19.778,0.574,0.290
231,REJECTED,0.059,0.749,0.631,0.721,0.767,0.512,15.046,0.713,0.220
232,REJECTED,0.049,0.733,0.621,0.795,0.773,0.594,21.210,0.737,0.250
233,PASSED,0.061,0.622,0.656,0.745,0.673,0.336,4.333,0.592,0.540
234,REJECTED,0.063,0.667,0.679,0.681,0.638,0.427,17.897,0.655,0.380
235,PASSED,0.060,0.628,0.719,0.696,0.679,0.303,7.797,0.593,0.410
236,REJECTED,0.069,0.675,0.686,0.660,0.660,0.499,16.971,0.673,0.320
237,PASSED,0.055,0.649,0.673,0.625,0.646,0.443,11.587,0.653,0.290
238,REJECTED,0.068,0.670,0.702,0.571,0.653,0.417,17.258,0.629,0.320
239,REJECTED,0.077,0.649,0.687,0.750,0.731,0.374,19.791,0.613,0.280
240,REJECTED,0.062,0.615,0.679,0.706,0.608,0.370,17.816,0.612,0.410
241,PASSED,0.069,0.650,0.759,0.712,0.712,0.368,6.370,0.606,0.380
242,PASSED,0.057,0.705,0.706,0.341,0.705,0.589,1.868,0.721,0.230
243,REJECTED,0.067,0.603,0.652,0.714,0.661,0.381,30.513,0.601,0.450
244,PASSED,0.058,0.696,0.673,0.604,0.750,0.459,5.936,0.670,0.240
245,REJECTED,0.064,0.613,0.642,0.706,0.706,0.376,24.441,0.626,0.350
246,REJECTED,0.062,0.713,0.664,0.622,0.622,0.531,17.618,0.697,0.430
247,PASSED,0.063,0.741,0.710,0.633,0.776,0.424,3.213,0.652,0.370
248,REJECTED,0.058,0.620,0.676,0.778,0.741,0.268,11.079,0.564,0.700
249,REJECTED,0.054,0.711,0.558,0.707,0.659,0.551,31.477,0.719,0.380
250,PASSED,0.058,0.649,0.653,0.638,0.596,0.412,6.795,0.641,0.540
251,REJECTED,0.064,0.662,0.639,0.733,0.622,0.503,32.624,0.668,0.550
252,REJECTED,0.069,0.733,0.672,0.638,0.745,0.477,21.534,0.675,0.230
253,REJECTED,0.068,0.747,0.679,0.659,0.773,0.551,15.211,0.716,0.200
254,PASSED,0.064,0.642,0.714,0.692,0.712,0.404,2.762,0.631,0.250
255,PASSED,0.060,0.703,0.634,0.750,0.833,0.318,9.718,0.625,0.360
256,REJECTED,0.061,0.644,0.662,0.882,0.667,0.351,4.960,0.602,0.330
257,PASSED,0.063,0.783,0.688,0.614,0.795,0.552,3.968,0.721,0.480
258,REJECTED,0.074,0.679,0.648,0.630,0.796,0.308,29.528,0.595,0.300
259,REJECTED,0.067,0.665,0.705,0.647,0.667,0.430,31.991,0.636,0.258
260,PASSED,0.062,0.821,0.683,0.524,0.810,0.534,10.916,0.720,0.270
261,REJECTED,0.067,0.666,0.638,0.824,0.686,0.319,20.864,0.602,0.330
262,PASSED,0.065,0.746,0.702,0.612,0.837,0.329,1.415,0.624,0.350
263,REJECTED,0.071,0.652,0.693,0.807,0.754,0.337,19.889,0.591,0.313
264,REJECTED,0.072,0.620,0.673,0.686,0.667,0.297,1.576,0.583,0.810
265,PASSED,0.066,0.701,0.665,0.660,0.760,0.359,5.375,0.635,0.280
266,REJECTED,0.062,0.663,0.685,0.725,0.627,0.377,19.244,0.617,0.560
267,REJECTED,0.068,0.678,0.671,0.640,0.680,0.356,17.126,0.615,0.430
268,REJECTED,0.063,0.649,0.617,0.788,0.692,0.439,20.029,0.637,0.340
269,PASSED,0.076,0.630,0.741,0.509,0.717,0.373,3.692,0.609,0.820
270,REJECTED,0.072,0.602,0.639,0.780,0.640,0.325,16.260,0.594,0.390
271,REJECTED,0.068,0.638,0.660,0.712,0.654,0.441,50.617,0.631,0.375
272,PASSED,0.053,0.676,0.653,0.511,0.617,0.502,11.108,0.680,0.250
273,PASSED,0.067,0.624,0.595,0.698,0.736,0.351,13.176,0.610,0.300
274,REJECTED,0.060,0.723,0.615,0.674,0.721,0.545,16.441,0.719,0.200
275,REJECTED,0.067,0.709,0.689,0.760,0.720,0.348,17.205,0.629,0.570
276,PASSED,0.067,0.628,0.679,0.706,0.608,0.313,10.146,0.577,0.340
277,REJECTED,0.070,0.710,0.741,0.792,0.755,0.394,29.712,0.622,0.730
278,REJECTED,0.067,0.709,0.678,0.500,0.696,0.454,15.043,0.666,0.300
279,PASSED,0.082,0.675,0.710,0.717,0.792,0.352,13.320,0.601,0.310
280,PASSED,0.056,0.564,0.658,0.792,0.509,0.450,11.215,0.630,0.530
281,PASSED,0.060,0.712,0.611,0.636,0.750,0.545,1.043,0.700,0.320
282,PASSED,0.064,0.685,0.738,0.686,0.843,0.315,11.889,0.601,0.550
283,PASSED,0.067,0.686,0.642,0.706,0.745,0.330,11.592,0.627,0.390
284,PASSED,0.064,0.613,0.676,0.704,0.630,0.336,13.277,0.592,0.410
285,REJECTED,0.049,0.768,0.638,0.523,0.750,0.575,33.656,0.724,0.380
286,REJECTED,0.059,0.661,0.681,0.654,0.808,0.326,23.136,0.611,0.440
287,PASSED,0.059,0.717,0.724,0.600,0.644,0.493,6.884,0.674,0.320
288,PASSED,0.056,0.693,0.710,0.646,0.688,0.502,2.512,0.680,0.350
289,REJECTED,0.062,0.599,0.759,0.654,0.635,0.360,45.888,0.603,0.476
290,REJECTED,0.062,0.622,0.673,0.623,0.585,0.385,50.877,0.601,0.253
291,PASSED,0.071,0.681,0.640,0.565,0.717,0.375,6.419,0.639,0.430
292,PASSED,0.067,0.638,0.600,0.571,0.612,0.374,6.498,0.610,0.470
293,PASSED,0.064,0.699,0.680,0.563,0.771,0.349,8.645,0.623,0.660
294,PASSED,0.060,0.703,0.678,0.739,0.652,0.509,14.464,0.685,0.310
295,PASSED,0.056,0.759,0.671,0.477,0.750,0.537,10.271,0.715,0.330
296,REJECTED,0.065,0.699,0.631,0.581,0.698,0.555,37.276,0.709,0.380
297,REJECTED,0.073,0.705,0.650,0.808,0.846,0.312,41.841,0.599,0.550
298,PASSED,0.058,0.724,0.690,0.442,0.698,0.553,8.071,0.715,0.170
299,PASSED,0.060,0.726,0.583,0.561,0.683,0.518,4.880,0.712,0.260
300,PASSED,0.054,0.689,0.557,0.738,0.667,0.413,11.191,0.677,0.310
301,PASSED,0.054,0.638,0.607,0.686,0.765,0.389,8.371,0.648,0.410
302,REJECTED,0.050,0.719,0.644,0.568,0.795,0.572,18.462,0.729,0.210
303,REJECTED,0.067,0.654,0.759,0.673,0.615,0.395,19.229,0.614,0.300
304,PASSED,0.067,0.685,0.573,0.625,0.771,0.348,14.153,0.630,0.320
305,REJECTED,0.062,0.670,0.683,0.780,0.680,0.386,27.682,0.631,0.310
306,PASSED,0.062,0.755,0.637,0.605,0.744,0.456,5.586,0.687,0.350
307,REJECTED,0.065,0.694,0.604,0.792,0.729,0.362,21.648,0.630,0.360
308,PASSED,0.058,0.633,0.673,0.646,0.542,0.493,1.796,0.664,0.640
309,PASSED,0.062,0.673,0.657,0.578,0.622,0.444,9.027,0.667,0.240
310,REJECTED,0.062,0.631,0.607,0.706,0.765,0.350,30.516,0.621,0.440
311,PASSED,0.079,0.687,0.731,0.846,0.731,0.358,12.005,0.602,0.510
312,REJECTED,0.061,0.625,0.652,0.877,0.719,0.344,8.817,0.595,0.270
313,REJECTED,0.070,0.601,0.681,0.654,0.596,0.410,20.108,0.609,0.420
314,REJECTED,0.072,0.707,0.606,0.739,0.761,0.487,28.986,0.674,0.320
315,REJECTED,0.069,0.639,0.731,0.692,0.615,0.423,23.173,0.622,0.250
316,PASSED,0.065,0.738,0.673,0.646,0.750,0.473,12.560,0.678,0.340
317,PASSED,0.056,0.623,0.694,0.365,0.635,0.383,12.120,0.624,0.350
318,REJECTED,0.058,0.663,0.632,0.736,0.717,0.361,20.462,0.625,0.660
319,PASSED,0.056,0.642,0.671,0.587,0.543,0.543,12.933,0.680,0.280
